clust,num,tissue.subsets,tissue,identity.super,identity.sub,identity.super.short,identity.sub.short,zfin,daniocell.cluster,clust.collapse,ident.gene.1,ident.gene.2,ident.gene.3,roc.1,roc.2,roc.3,roc.4,roc.5,roc.6,wilcox.1,wilcox.2,wilcox.3,wilcox.4,wilcox.5,wilcox.6,
pron.5,5,pronephros,pronephros,proximal convoluted tubule,108-120 hpf (incl. PCT/PST boundary),proximal convoluted tubule,"late, inc. PST bound.","ZFA:0005290,ZFA:0005291",pron.5,pron.ct.3,slc20a1,slc47a2.1,slc22a2/slc5a2,ucp1,glud1b,ASS1,slc5a12,fbp1b,mdh1aa,cyp2ad2,cyp2n13,ucp1,slc22a2,zgc:175280,slc22a7b.3,
pron.6,6,pronephros,pronephros,proximal convoluted tubule,technical (low UMI),proximal convoluted tubule,technical (low UMI),ZFA:0005290,pron.6,pron.ct.3,slc4a2a/slc4a4a,acy3.2,,rplp0,vdac3,rpl39,zgc:114188,rpl24,rpl31,rplp0,vdac3,rpl39,zgc:114188,rpl24,rpl31,
pron.7,7,pronephros,pronephros,proximal straight tubule,84-120 hpf,proximal straight tubule,84-120 hpf,ZFA:0005291,pron.7,pron.ct.10,trpm7/slc13a1,slc47a2.1,slc24a3,pvalb9,si:dkey-187a12.4,slc24a3,LOC101886255,slc5a8l,ftcd,slc24a3,si:dkey-187a12.4,slc6a18,fam151a,slc5a1,arg1,
pron.8,8,pronephros,pronephros,distal,late tubule + pronephric duct,distal,late tubule + pronephric duct,"ZFA:0005292,ZFA:0000150",pron.8,pron.ct.8,slc12a10.3,slc12a3,slc9a3.2,si:dkey-36i7.3,phlda2,trim35-12,soul2,cd63,atp1b1a,rhcgb,si:dkey-36i7.3,tspan13a,atp1a1a.3,soul2,BX000438.2,
pron.9,9,pronephros,,likely doublets,pronephros / neural,likely doublets,pronephros / neural,,pron.9,,hbae3,sox6,col1a2,krt4,cyt1,hbae3,cyt1l,icn2,icn,cyt1,tcnbb,krt4,wu:fa03e10,hbbe1.1,col1a2,
pron.10,10,pronephros,pronephros,proximal straight tubule,24-120 hpf,proximal straight tubule,24-120 hpf,ZFA:0005291,pron.10,pron.ct.10,slc24a3,trpm7/slc13a1,slc13a5a,mfsd4ab,kcnj13,aspa,irx3b,btg1,ahcy,hsd17b3,ace,slc34a1b,slc13a1,mfsd4ab,arg1,
pron.11,11,pronephros,pronephros,ciliated cells,podocytes + multi-ciliated,ciliated cells,podocytes + multi-ciliated,"ZFA:0009285,ZFA:0005242",pron.11,pron.ct.11,wt1a/wt1b,lmx1bb,gmnc/odf3b,hsbp1a,zgc:55461,enkur,pacrg,mycbp,krt8,BX005254.1,wnt2ba,spock2,pde9a,odf3l2b,wt1b,
pron.12,12,pronephros,pronephros,distal early tubule,,distal early tubule,,ZFA:0005293,pron.12,pron.ct.12,kcnj1a.1,slc12a1,,atp1a1a.4,fabp3,clcnk,c1qtnf9,ccl19a.1,si:ch211-207j7.2,XLOC-023348,kcnj1a.1,kcnn4,gal3st1a,irx1a,slc12a1,
pron.13,13,pronephros,pronephros,intermediate mesoderm,"mixed ICM, pronephric",intermediate mesoderm,"mixed ICM, pronephric","ZFA:0001206,ZFA:0000033,ZFA:0001070",pron.13,pron.ct.2,tal1/lmo2/etv1,pax2a/pax8,gata1a,lmo2,tal1,ncl,npm1a,rps18,NC-002333.4,tal1,gfi1aa,etv2,hhex,morc3b,npas4l,
pron.14,14,pronephros,pronephros,proximal convoluted tubule,36-94 hpf,proximal convoluted tubule,36-94 hpf,ZFA:0005290,pron.14,pron.ct.3,slc20a1,slc5a2,slc4a2a/slc4a4a,aqp8b,slc4a4a,mt-co1,rpl38,lrp2a,slc4a2a,aqp8b,slc4a4a,mt-co1,lrp2a,rpl38,ca9,
pron.15,15,pronephros,,likely doublets,pronephros / neural,likely doublets,pronephros / neural,,pron.15,,vamp2,gabrb4,cnrip1,stmn1b,tuba1c,marcksl1b,elavl3,gpm6aa,rtn1a,gng3,vamp2,rtn1b,sncb,gabrb4,nsg2,
pron.16,16,pronephros,pronephros,distal late tubule,,distal late tubule,,ZFA:0005292,pron.16,pron.ct.8,slc12a3,gata3,,malb,rnf183,krt8,ponzr1,cldnh,atp1b1a,slc12a3,alox5a,hoxc13b,igfn1.1,mid1ip1a,rnf183,
pron.17,17,pronephros,pronephros,corpuscles of Stannius,,corpuscles of Stannius,,ZFA:0001200,pron.17,pron.ct.17,stc1l,frzb,,cdh16,stc1l,frzb,sfrp1a,furina,msi2b,ngb,stc1l,frzb,fgf23,inka1a,vwa5b2,
tast.1,1,taste,olfactory,olfactory sensory receptor neurons,"mature, ciliated (ompa/b+)",olfactory sensory neur.,mature ciliated (ompa/b+),"ZFA:0009125,ZFA:0009358",tast.1,tast.ct.1,ompa/ompb/inaa,gnal/gng13b,foxj1a/foxj1b,pvalb5,gnal,ompb,gng13b,fabp10b,si:ch211-153b23.5,fabp10b,ompb,pvalb5,gng13b,gnal,nrsn1,
tast.2,2,taste,taste,taste epithelium,"type III taste buds (sour, pkd2l1+/pkd1l2b+/ascl1a+/pkd1l3+)",taste,"type III taste buds (sour, pkd2l1+/pkd1l2b+)","ZFA:0001074,ZFA:0009126",tast.2,tast.ct.2,pkd2l1/pkd1l2b/ascl1a,pkd1l3,trpm5/gng13a,si:ch73-199e17.1,tubb4b,zgc:165423,cxcl14,vill,LOC100536671,adgrf3b,artnb,atp2a3,avil,BX005012.1,CABZ01072157.1,
tast.3,3,taste,olfactory,olfactory epithelium,"goblet cells, mucus-secreting, 84-120 hpf",olfactory epithelium,"mucous/goblet, 84-120 hpf","ZFA:0000554,ZFA:0009159",tast.3,tast.ct.13,muc5e/agr2,ompb/gna14,gnal/gng13b,moxd1l,si:dkey-247k7.2,wu:fj16a03,si:ch211-207n23.2,cldne,krt1-c5,adma,FO904966.1,igf2b,krt1-c5,mhc2dbb,moxd1l,https://www.biorxiv.org/content/10.1101/2020.11.04.367979v1.full
tast.4,4,taste,olfactory,olfactory epithelium,"primitive, proliferating (sp8a/b+)",olfactory epithelium,"primitive, prolif. (sp8a/b+)",ZFA:0000554,tast.4,tast.ct.6,neurod4/elavl3,dmrt3a/sp8a/sp8b,gmnc,h3f3a,hmgn2,hmgb2a,hmgb2b,tubb2b,stmn1a,neurod4,ccna2,cdca5,dla,her4.2,mad2l1,
tast.5,5,taste,olfactory,olfactory sensory receptor neurons,immature,olfactory sensory neurons,immature,ZFA:0009125,tast.5,tast.ct.5,inab,gnb1a/stmn1b/emx2/lhx2a,stmn1a/gap43/dpysl5a,tmsb,ptmab,stmn1b,h3f3d,elavl3,tuba1c,tmsb,inab,stmn1b,ptmab,gap43,ppp1r14ba,
tast.6,6,taste,,placodal ectoderm,"olfactory/taste, 14-24 hpf",placodal ectoderm,"olfactory/taste, 14-24 hpf","ZFA:0000048,",tast.6,tast.ct.6,six3b/six4b,tfap2a/tfap2c,sp8a/sp8b/dlx4b/dlx3b,ybx1,eef1a1l1,rps7,serbp1a,rpl10a,sox3,nid2a,her12,ppp1r3b,BX927258.1,CABZ01075068.1,fgf8a,https://elifesciences.org/articles/32041
tast.7,7,taste,taste,taste epithelium,potentially incl. denticles (pitx2/shhb+),taste epithelium,incl. denticles (pitx2/shhb+),ZFA:0001074,tast.7,tast.ct.2,gng13a/calb2a,trpm5/avil,shhb/pitx2,ociad2,tmsb1,krt91,pitx1,cfl1l,cldni,ociad2,pitx1,shha,shhb,anxa2a,serpinb1l4,
tast.8,8,taste,taste,taste epithelium,"type III taste buds (sour, pkd2l1+/pkd1l2b+/ascl1a+/pkd1l3+), pharyngeal (noxo1a+)",taste,"type III taste buds, pharyngeal","ZFA:0001074,ZFA:0009126",tast.8,tast.ct.2,pax1b/pax9,noxo1a/stx11b.1,trpm5/gng13a,si:dkey-19b23.12,ppl,krt1-19d,scel,zgc:153665,ponzr5,CR926130.1,krt1-19d,LOC100331080,noxo1a,sft2d2a,si:ch211-125o16.4,
tast.9,9,taste,olfactory,olfactory sensory receptor neurons,microvillous (trp2c+),olfactory sensory neurons,microvillous (trp2c+),"ZFA:0009125,ZFA:0009359",tast.9,tast.ct.9,trpc2b,v2rl1,elavl3/neurod4,gnao1b,s100z,gng8,calm2b,inafm2,gnb1a,gng8,trpc2b,inafm2,tfap2e,CU681855.1,s100z,
tast.10,10,taste,,adenohypophysis,,adenohypophysis,,ZFA:0001282,tast.10,tast.ct.10,pou1f1,gh1,pomca,pitx3,scg3,CR383676.1,adm2a,mir7a-1,rab2a,pitx3,prop1,pou1f1,adm2a,LHX3,tbx20,
tast.11,11,taste,,unknown/technical,low UMI,unknown/technical,low UMI,,tast.11,,,,,si:dkey-151g10.6,rpl38,rps29,rpl37,rpl29,rps21,si:dkey-151g10.6,rpl38,rps29,rpl37,rpl29,rps21,
tast.12,12,taste,olfactory,olfactory epithelium,"primitive, proliferating, 28-120 hpf (egfl6/tgfb3/srd5a2b+)",olfactory epithelium,"prim., prolif., 28-120 hpf",ZFA:0000554,tast.12,tast.ct.6,dmrt3a/sp8a/sp8b,six3b/col14a1a,srd5a2b,col1a2,col1a1a,cfl1l,apoeb,col1a1b,col11a1a,srd5a2b,col1a1b,col11a1a,matn4,col1a1a,egfl6,
tast.13,13,taste,olfactory,olfactory epithelium,"goblet cells, mucus-secreting, 24-72 hpf",olfactory epithelium,"mucous/goblet, 24-72 hpf","ZFA:0000554,ZFA:0009159",tast.13,tast.ct.13,muc5e/agr2,ompb/gna14,gnal/gng13b,krt18b,tmsb4x,si:ch211-243g18.2,malb,krt8,cldne,zgc:101785,krt18b,krt1-c5,si:ch211-243g18.2,stm,muc5e,
tast.14,14,taste,taste,taste epithelium,"type I+II taste buds (sweet, bitter, umami)",taste,"type I+II taste buds (sweet, bitter, umami)","ZFA:0001074,ZFA:0009126",tast.14,tast.ct.2,gng13a,calb2a,trpm5,pou2f3,zgc:92380,gng13a,zgc:171929,calm1b,ctsla,pou2f3,zgc:171929,si:dkeyp-72h1.1,gng13a,avil,zgc:158412,
tast.15,15,taste,,likely doublets,olfactory /eye,likely doublets,olfactory /eye,,tast.15,,gnal/gng13,crx/gpm6aa,,marcksl1b,gpm6aa,gpm6ab,mdkb,marcksl1a,nova2,slc6a1a,gpm6ab,gabrb4,cspg5a,col6a2,syt2a,
tast.16,16,taste,olfactory,olfactory sensory receptor neurons,immature (gmnc+),olfactory sensory neurons,immature (gmnc+),ZFA:0009125,tast.16,tast.ct.5,gmnc,gnb1a/stmn1b/emx2/lhx2a,stmn1a,si:ch211-222l21.1,ptmab,rtca,elavl3,hnrnpaba,ebf2,chodl,ebf2,neurod4,neurod1,si:ch211-193l2.6,neurod6b,
tast.17,17,taste,olfactory,olfactory sensory receptor neurons,kappe neurons (ora3/ora6+) and crypt neurons (ora4+),olfactory sensory neurons,kappe + crypt neurons,"ZFA:0009125,ZFA:0009125,ZFA:0009360",tast.17,tast.ct.17,emx1/ora3/ora6,gng13b/elavl3,foxj1a/foxj1b,gng13b,emx1,eno1a,si:dkey-261e22.4,mafaa,gapdhs,mafaa,emx1,BX324188.1,cnga3b,si:dkey-261e22.4,ora3,
tast.18,18,taste,olfactory,olfactory epithelium,multiciliated,olfactory epithelium,multiciliated,"ZFA:0000554,ZFA:0005242",tast.18,tast.ct.18,odf3b,tbata/gmnc,,si:dkey-88n24.12,sox7,si:dkey-11c5.11,nudt9,anxa1a,tbata,c8h22orf15,ccdc169,ccdc17,cfap157,CR407547.1,crocc2,
tast.19,19,taste,,epiphysis,photoreceptor cell (color-sensitive),epiphysis,photoreceptor cell (color-sensitive),"ZFA:0000019,ZFA:0009127",tast.19,tast.ct.19,parietopsin,opn1mw3,unc119.2,atp1b1b,gapdhs,scg2a,elavl4,si:ch211-237l4.6,cycsb,otx2b,lrit1b,barhl1b,LOC103909376,bin2a,BX088587.1,
tast.20,20,taste,taste,taste epithelium,"pharyngeal, Merkel-like cells",taste,"pharyngeal, Merkel-like cells","ZFA:0001074,ZFA:0009146",tast.20,tast.ct.20,tph1a/tph1b,ascl1a/foxa1,,calm1a,pvalb8,si:ch211-56a11.2,calm1b,calca,tob1a,gfral,calca,lmx1bb,si:ch211-56a11.2,BX247868.1,CR759836.1,
